company_name,industry,sub_industry,company_stage,company_size,role_title,role_description,required_skills,nice_to_have_skills,location,salary_min,salary_max,visa_sponsorship,min_experience_years
Blackstone,Finance,Private Equity,Public,"Enterprise (5,000+)",Associate General Counsel,Support deal execution and fund formation with legal expertise,"Corporate law, Securities law, Contract negotiation",Fund formation experience,"New York, NY",200000,350000,False,6
Blackstone,Finance,Private Equity,Public,"Enterprise (5,000+)",Senior Vice President - Fund Management,"Oversee fund operations, reporting and investor communications","Fund administration, Financial reporting, Team management","CPA, Private equity experience","London, UK",300000,500000,True,12
Blackstone,Finance,Private Equity,Public,"Enterprise (5,000+)",Data Scientist,Build predictive models and analytics tools for investment teams,"Python, Machine learning, SQL","Financial markets knowledge, AWS","New York, NY",140000,200000,True,3
Blackstone,Finance,Private Equity,Public,"Enterprise (5,000+)",ESG Integration Associate,Support implementation of ESG initiatives across portfolio,"ESG analysis, Sustainability, Project management","Impact measurement, Industry certifications","London, UK",100000,150000,True,2
KKR,Finance,Private Equity,Public,"Very Large (1,000-4,999)",Investment Professional - Technology,Source and execute technology sector investments,"Technology Industry Knowledge, Financial Modeling, Deal Execution","Programming Skills, Start-up Experience","San Francisco, CA",200000,400000,True,5
KKR,Finance,Private Equity,Public,"Very Large (1,000-4,999)",Capital Markets Associate,Support financing activities for portfolio companies and new investments,"Debt Markets Knowledge, Financial Analysis, Relationship Management","Investment Banking Experience, Legal Knowledge","New York, NY",150000,250000,True,3
KKR,Finance,Private Equity,Public,"Very Large (1,000-4,999)",ESG Integration Manager,Drive ESG initiatives across portfolio companies,"ESG Framework Knowledge, Project Management, Stakeholder Management","Sustainability Certification, Impact Measurement","London, UK",120000,180000,True,5
TPG,Finance,Private Equity,Public,"Very Large (1,000-4,999)",Growth Equity Associate,Execute growth equity investments in technology and healthcare sectors,"Growth Equity Experience, Financial Modeling, Market Analysis","Start-up Experience, Technical Background","San Francisco, CA",150000,200000,True,2
TPG,Finance,Private Equity,Public,"Very Large (1,000-4,999)",Impact Investing Principal,Lead impact investments across multiple sectors,"Impact Investment Experience, Deal Execution, ESG Knowledge","Development Finance Experience, Social Enterprise Background","San Francisco, CA",300000,500000,True,8
TPG,Finance,Private Equity,Public,"Very Large (1,000-4,999)",Data Science Manager,Lead data-driven investment analysis and portfolio monitoring,"Python, SQL, Machine Learning, Statistical Analysis","Financial Markets Knowledge, AWS, Hadoop","New York, NY",180000,250000,True,5
Andreessen Horowitz (a16z),Finance,Venture Capital,Private,Large (200-999),"Investment Partner, Crypto",Lead crypto/web3 investments and portfolio management,"Investment experience, Crypto expertise, Deal sourcing, Due diligence","Technical background, Founder experience","Menlo Park, CA",400000,500000,True,8
Andreessen Horowitz (a16z),Finance,Venture Capital,Private,Large (200-999),Deal Operations Associate,Support deal execution and portfolio management processes,"Financial modeling, Deal documentation, Project management","SQL, Legal background","Menlo Park, CA",90000,130000,True,2
Andreessen Horowitz (a16z),Finance,Venture Capital,Private,Large (200-999),Marketing Partner,Lead marketing strategy and execution for firm and portfolio,"B2B marketing, Content strategy, Brand development","VC experience, Technical writing","Menlo Park, CA",200000,350000,False,10
Index Ventures,Finance,Venture Capital,Private,Large (200-999),"Investment Analyst, Enterprise Software",Analysis of enterprise software investment opportunities,"Financial modeling, Market analysis, Enterprise software knowledge","Technical degree, Startup experience","San Francisco, CA",110000,150000,True,2
Index Ventures,Finance,Venture Capital,Private,Large (200-999),Platform Partner,Lead portfolio company support and value-add initiatives,"Operations experience, Network building, Strategy","Founder experience, Consulting background","London, UK",180000,300000,True,8
Evercore,Finance,Investment Banking,Public,"Very Large (1,000-4,999)",Senior Associate - M&A,"Lead deal execution, financial modeling, client presentations","M&A Experience, Financial Modeling, Leadership",,"New York, NY",200000,300000,True,4
Evercore,Finance,Investment Banking,Public,"Very Large (1,000-4,999)",Vice President - Restructuring,"Lead restructuring assignments, bankruptcy analysis","Restructuring, Bankruptcy Law, Financial Analysis",,"Houston, TX",300000,500000,True,6
Evercore,Finance,Investment Banking,Public,"Very Large (1,000-4,999)",Managing Director - Technology,"Lead technology sector coverage, client relationships","Tech Industry Knowledge, Deal Experience, Business Development",,"San Francisco, CA",500000,550000,True,15
PNC Financial Services,Finance,Commercial Banking,Public,"Enterprise (5,000+)",Senior Commercial Loan Officer,Structure and negotiate commercial loans and credit facilities,"Commercial lending, Credit analysis, Negotiation","Real estate lending, SBA loans","Pittsburgh, PA",110000,180000,False,5
PNC Financial Services,Finance,Commercial Banking,Public,"Enterprise (5,000+)",Commercial Portfolio Manager,Monitor and manage existing commercial loan portfolio,"Portfolio management, Risk monitoring, Financial analysis","Industry specialization, Workout experience","Chicago, IL",90000,140000,False,3
Silicon Valley Bank,Finance,Commercial Banking,Public,"Enterprise (5,000+)",Technology Banking Relationship Manager,Manage relationships with high-growth technology companies,"Venture debt, Startup financing, Tech industry knowledge","Venture capital experience, SaaS metrics","San Jose, CA",150000,250000,True,8
Silicon Valley Bank,Finance,Commercial Banking,Public,"Enterprise (5,000+)",Venture Capital Relationship Manager,Service venture capital firms and their partners,"Private banking, VC ecosystem, Capital call lines","Fund administration, LP relationships","Boston, MA",130000,220000,False,6
Progressive Insurance,Finance,Insurance,Public,"Enterprise (5,000+)",Data Scientist - Insurance Analytics,Develop predictive models for risk assessment and pricing,"Python, Machine Learning, Statistical Analysis","Insurance Domain Knowledge, AWS","Cleveland, OH",95000,150000,True,3
Progressive Insurance,Finance,Insurance,Public,"Enterprise (5,000+)",Insurance Sales Representative,Sell insurance products and provide customer service,"Sales, Customer Service, Insurance License","Multiple Language Skills, CRM Experience",Multiple US Locations,45000,65000,False,0
Lemonade Insurance,Finance,Insurance,Public,"Enterprise (5,000+)",AI/ML Engineer,Develop and implement machine learning models for risk assessment and fraud detection,"Python, Machine Learning, Deep Learning, SQL","Insurance domain knowledge, Computer Vision",Remote,130000,180000,True,4
Lemonade Insurance,Finance,Insurance,Public,"Enterprise (5,000+)",Insurance Operations Specialist,Handle policy administration and support customer service operations,"Insurance operations, Customer service, Problem-solving","InsurTech experience, Claims handling","New York, NY",55000,75000,False,1
Lazard,Finance,Financial Advisory,Public,"Enterprise (5,000+)",Financial Advisory Analyst,"Support senior bankers in M&A transactions, create financial models, conduct company valuations","Financial modeling, Valuation, Excel, PowerPoint, Analysis","Bloomberg Terminal, VBA, Industry expertise","New York, NY",95000,125000,True,0
Lazard,Finance,Financial Advisory,Public,"Enterprise (5,000+)",Vice President - Restructuring,"Lead restructuring deals, manage client relationships, oversee analyst work","Restructuring experience, Client management, Team leadership, Financial analysis","Legal knowledge, Industry expertise, CFA","Chicago, IL",200000,300000,True,8
Lazard,Finance,Financial Advisory,Public,"Enterprise (5,000+)",Managing Director - Healthcare,"Lead healthcare sector coverage, develop client relationships, drive business development","Healthcare industry expertise, Business development, Leadership, Deal execution","Medical background, MBA, Board relationships","San Francisco, CA",400000,500000,False,15
Houlihan Lokey,Finance,Financial Advisory,Public,"Very Large (1,000-4,999)",Financial Analyst - Corporate Finance,"Perform financial analysis, create pitch books, support deal execution","Financial modeling, Excel, PowerPoint, Analytical thinking","Programming, CFA Level 1, Foreign language","Los Angeles, CA",90000,120000,True,0
Houlihan Lokey,Finance,Financial Advisory,Public,"Very Large (1,000-4,999)",Director - Technology Coverage,"Lead technology sector deals, manage client relationships, mentor junior staff","Tech industry expertise, Deal execution, Team management, Business development","Technical background, MBA, Startup experience","San Francisco, CA",300000,500000,True,12
Blackstone Real Estate,Real Estate,Real Estate Investment,Public,"Enterprise (5,000+)",Real Estate Investment Analyst,Financial modeling and analysis of real estate investment opportunities,"Financial modeling, Excel, Argus, Real estate fundamentals","CoStar, SQL, VBA","New York, NY",85000,110000,True,0
Blackstone Real Estate,Real Estate,Real Estate Investment,Public,"Enterprise (5,000+)",Asset Management Associate,Monitor property performance and implement value-add strategies,"Real estate operations, Financial analysis, Project management","Yardi, Property management experience","Los Angeles, CA",95000,130000,True,2
Blackstone Real Estate,Real Estate,Real Estate Investment,Public,"Enterprise (5,000+)",Vice President - Acquisitions,Lead real estate investment deals and manage analyst team,"Deal execution, Team management, Investment analysis","MBA, ARGUS certification","New York, NY",200000,300000,True,8
Prologis,Finance,Real Estate Investment,Public,"Very Large (1,000-4,999)",Investment Officer,Lead industrial property acquisitions and development projects,"Real Estate Finance, Market Analysis, Deal Structuring","CCIM, Development Experience","San Francisco, CA",140000,220000,False,7
Prologis,Finance,Real Estate Investment,Public,"Very Large (1,000-4,999)",Portfolio Analytics Manager,Analyze portfolio performance and market trends,"Statistical Analysis, Real Estate Economics, Python","Machine Learning, GIS","Denver, CO",110000,170000,True,4
Bridge Investment Group,Finance,Real Estate Investment,Public,"Very Large (1,000-4,999)",Acquisitions Vice President,Lead multifamily acquisition strategy and execution,"Multifamily Investment, Team Leadership, Deal Sourcing","CFA, Development Experience","Salt Lake City, UT",200000,350000,False,8
Bridge Investment Group,Finance,Real Estate Investment,Public,"Very Large (1,000-4,999)",Investment Analyst,Support deal analysis and due diligence processes,"Excel Modeling, Market Research, Financial Analysis","Real Estate License, Argus","Atlanta, GA",80000,120000,True,0
Wellington Management,Finance,Asset Management,Private,"Very Large (1,000-4,999)",Global Industry Analyst,Lead sector coverage and investment recommendations,"Equity Research, Financial Modeling, Industry Analysis",,"Boston, MA",150000,250000,True,5
Wellington Management,Finance,Asset Management,Private,"Very Large (1,000-4,999)",Investment Director,Lead institutional client relationships and portfolio strategy,"Portfolio Management, Client Relations, Investment Products",,"London, UK",200000,400000,True,10
Wellington Management,Finance,Asset Management,Private,"Very Large (1,000-4,999)",Quantitative Research Associate,Develop quantitative investment models and strategies,"Python, Statistics, Machine Learning",,Hong Kong,100000,160000,True,2
Citadel,Finance,Hedge Funds,Private,"Very Large (1,000-4,999)",Quantitative Trading Analyst,Develop and execute automated trading strategies,"Statistics, Python, Financial markets","C++, Market microstructure","Chicago, IL",150000,300000,True,0
Citadel,Finance,Hedge Funds,Private,"Very Large (1,000-4,999)",Low Latency Developer,Build ultra-low latency trading systems,"C++, Linux, Network programming","FPGA, Assembly","Chicago, IL",200000,400000,True,5
Charles Schwab,Finance,Financial Planning,Public,"Enterprise (5,000+)",Financial Consultant,Provide comprehensive financial planning and investment advice to clients,"Series 7, Series 66, CFP preferred",,Remote/Not Specified,65000,95000,True,2
Charles Schwab,Finance,Financial Planning,Public,"Enterprise (5,000+)",Senior Financial Consultant,Lead client relationships and complex financial planning cases,"Series 7, Series 66, CFP, 5+ years advisory experience",,Remote/Not Specified,90000,150000,True,5
Charles Schwab,Finance,Financial Planning,Public,"Enterprise (5,000+)",Branch Manager,Oversee branch operations and team of financial consultants,"Series 7, Series 24, Series 66, Management experience",,Remote/Not Specified,125000,200000,True,8
Edelman Financial Engines,Finance,Financial Planning,Private,"Very Large (1,000-4,999)",Financial Planner,Develop and implement comprehensive financial plans for clients,"CFP certification, Series 65, Financial planning software",,Multiple US Locations,75000,120000,False,2
Edelman Financial Engines,Finance,Financial Planning,Private,"Very Large (1,000-4,999)",Senior Financial Planner,Handle complex client situations and mentor junior planners,"CFP certification, Series 65, Advanced planning strategies",,Multiple US Locations,100000,160000,False,5
Personal Capital (Empower),Finance,Financial Planning,Private,"Very Large (1,000-4,999)",Financial Advisor,Provide virtual financial planning and investment management services,"Series 65, CFP preferred, Virtual client management",,Remote/Hybrid,80000,130000,False,2
Personal Capital (Empower),Finance,Financial Planning,Private,"Very Large (1,000-4,999)",Senior Financial Advisor,Handle high-net-worth clients and complex planning scenarios,"Series 65, CFP certification, Advanced planning",,Remote/Hybrid,110000,180000,False,5
Synchrony Financial,Finance,Credit Services,Public,"Enterprise (5,000+)",Credit Risk Analyst,Analyze credit risk patterns and develop risk models for consumer lending products,"Statistical Analysis, Risk Modeling, SQL, Python, Credit Risk Management","Machine Learning, SAS, R","Stamford, CT",75000,95000,True,2
Synchrony Financial,Finance,Credit Services,Public,"Enterprise (5,000+)",Commercial Partnership Manager,Manage retail partner relationships and drive growth in private label credit card programs,"Account Management, Sales, Financial Analysis, Partnership Development","CRM Systems, Project Management","Charlotte, NC",110000,150000,False,5
Affirm,Finance,Credit Services,Public,"Very Large (1,000-4,999)","Machine Learning Engineer, Credit",Build ML models for credit decisioning and fraud detection,"Python, TensorFlow, SQL, AWS",,"San Francisco, CA",150000,220000,True,3
Affirm,Finance,Credit Services,Public,"Very Large (1,000-4,999)",Merchant Success Manager,Drive merchant adoption and integration of Affirm's payment solutions,"Sales, Account Management, E-commerce",,"New York, NY",85000,120000,False,2
American Express,Finance,Credit Services,Public,"Enterprise (5,000+)",Digital Product Manager,Lead development of digital payment products and features,"Product Management, Agile, Analytics",,"New York, NY",130000,180000,True,5
American Express,Finance,Credit Services,Public,"Enterprise (5,000+)",Corporate Card Sales Director,Drive corporate card program sales to enterprise clients,"Enterprise Sales, Financial Services, Relationship Management",,"Phoenix, AZ",200000,300000,False,8
Snowflake,Technology,Cloud Computing,Public,"Enterprise (5,000+)",Cloud Data Platform Engineer,Design and implement cloud-native data solutions,"Python, SQL, AWS/Azure, Data Warehousing","Spark, Airflow, Terraform","San Mateo, CA",130000,180000,True,3
Snowflake,Technology,Cloud Computing,Public,"Enterprise (5,000+)",Solutions Architect,Design technical solutions for enterprise customers,"Cloud Architecture, Data Modeling, Enterprise Sales","Snowflake Certification, Industry Consulting",Remote Usa,150000,200000,True,5
Snowflake,Technology,Cloud Computing,Public,"Enterprise (5,000+)",Product Marketing Manager,Drive product positioning and go-to-market strategy,"B2B Marketing, Content Strategy, Analytics","SQL, Data Visualization","Bellevue, WA",120000,160000,False,4
Snowflake Inc.,Technology,Cloud Computing,Public,"Enterprise (5,000+)",Solutions Architect,Design and implement Snowflake solutions for enterprise clients,"SQL, Data Warehousing, Cloud Platforms, Solution Architecture",,"San Mateo, CA",150000,220000,True,5
Snowflake Inc.,Technology,Cloud Computing,Public,"Enterprise (5,000+)","Software Engineer, Core Platform",Develop core database engine components,"C++, Java, Distributed Systems",,"San Mateo, CA",140000,200000,True,3
MongoDB,Technology,Software Development,Public,"Very Large (1,000-4,999)",Staff Engineer - Query Optimization,Optimize query execution engine performance,"C++, Distributed Systems, Query Optimization","Go, Rust, Performance Analysis","New York, NY",200000,300000,True,8
MongoDB,Technology,Software Development,Public,"Very Large (1,000-4,999)",Developer Advocate,Create technical content and engage developer community,"Public Speaking, Technical Writing, MongoDB","Node.js, Python, React","Austin, TX",120000,170000,True,3
MongoDB,Technology,Software Development,Public,"Very Large (1,000-4,999)",Technical Program Manager,Coordinate cross-functional technical initiatives,"Program Management, Agile, Technical Background","JIRA, Risk Management, Cloud Platforms","Dublin, Ireland",100000,150000,True,5
MongoDB Inc.,Technology,Cloud Computing,Public,"Very Large (1,000-4,999)","Senior Product Manager, Atlas",Lead product strategy for MongoDB Atlas cloud platform,"Product Management, Cloud Infrastructure, Analytics",,"New York, NY",160000,230000,True,6
MongoDB Inc.,Technology,Cloud Computing,Public,"Very Large (1,000-4,999)",Developer Advocate,Create technical content and engage with developer community,"MongoDB, Public Speaking, Technical Writing",,"Austin, TX",120000,180000,True,3
Confluent,Technology,Software Development,Public,"Very Large (1,000-4,999)",Principal Software Engineer - Kafka,Lead architecture for streaming platform,"Java, Kafka, Distributed Systems","ZooKeeper, Cloud Native, System Design","Mountain View, CA",220000,320000,True,10
Confluent,Technology,Software Development,Public,"Very Large (1,000-4,999)",Cloud Infrastructure Engineer,Build and maintain cloud infrastructure,"AWS, Terraform, Kubernetes","GCP, Azure, Python",Remote Usa,140000,200000,True,4
Confluent,Technology,Software Development,Public,"Very Large (1,000-4,999)",Solutions Engineer,Pre-sales technical consulting,"Kafka, Java, Solution Architecture","Docker, Microservices, Event Streaming","London, UK",90000,130000,True,3
CrowdStrike,Technology,Cybersecurity,Public,"Enterprise (5,000+)",Threat Research Analyst,Analyze emerging cyber threats and create intelligence reports on adversary tactics,"Malware Analysis, Reverse Engineering, Python, YARA","Assembly, IDA Pro, MISP","Austin, Tx Or Remote",95000,140000,True,3
CrowdStrike,Technology,Cybersecurity,Public,"Enterprise (5,000+)",Senior Software Engineer - Endpoint Detection,Develop endpoint detection capabilities for the Falcon platform,"C++, Windows Internals, System Programming","Rust, Driver Development, EDR","Sunnyvale, CA",150000,220000,True,5
CrowdStrike,Technology,Cybersecurity,Public,"Enterprise (5,000+)",Cloud Security Architect,Design and implement cloud security solutions and infrastructure,"AWS, Azure, GCP, Infrastructure as Code","Kubernetes, Zero Trust, CISSP","Seattle, WA",160000,230000,True,8
CrowdStrike,Technology,Cybersecurity,Public,"Enterprise (5,000+)",SOC Analyst I,Monitor and respond to security alerts using the Falcon platform,"SIEM, Network Security, Incident Response","Splunk, Python, SANS Certifications","Arlington, VA",65000,90000,False,0
CrowdStrike,Technology,Cybersecurity,Public,"Enterprise (5,000+)",VP of Threat Intelligence,Lead global threat intelligence strategy and operations,"Threat Intelligence, Team Leadership, Strategy","OSINT, Public Speaking, Government Experience","Austin, TX",250000,400000,True,15
CrowdStrike,Technology,Cybersecurity,Public,"Enterprise (5,000+)",Technical Account Manager,Serve as technical advisor for enterprise customers,"Customer Service, Security Products, Technical Support","CISSP, Project Management, Sales",Multiple US Locations,110000,160000,False,5
CrowdStrike,Technology,Cybersecurity,Public,"Enterprise (5,000+)",Product Manager - Falcon Platform,Drive product strategy and roadmap for core platform features,"Product Management, Cybersecurity, Agile","MBA, Technical Background, API Design","Sunnyvale, CA",140000,200000,True,6
CrowdStrike,Technology,Cybersecurity,Public,"Enterprise (5,000+)",Sales Engineer,Provide technical expertise during enterprise sales cycles,"Solutions Engineering, Security Products, Presentations","Cloud Security, Competitive Analysis, POC Management","New York, NY",130000,190000,False,4
CrowdStrike,Technology,Cybersecurity,Public,"Enterprise (5,000+)",Incident Response Consultant,Lead incident response engagements for enterprise customers,"Incident Response, Digital Forensics, Client Management","EnCase, FTK, Expert Testimony",Multiple US Locations,120000,180000,True,5
CrowdStrike,Technology,Cybersecurity,Public,"Enterprise (5,000+)",DevOps Engineer,Build and maintain CI/CD pipelines and cloud infrastructure,"AWS, Jenkins, Docker, Terraform","Kubernetes, Python, Security Automation","Seattle, WA",130000,190000,True,3
CrowdStrike,Technology,Cybersecurity,Public,"Enterprise (5,000+)",Director of Product Security,Lead security strategy for product development lifecycle,"AppSec, Security Architecture, Team Leadership","CISSP, Cloud Security, Risk Management","Sunnyvale, CA",180000,250000,True,10
Palo Alto Networks,Technology,Cybersecurity,Public,"Enterprise (5,000+)",Product Security Engineer,Implement security controls in product development,"Application Security, SAST/DAST, CI/CD Security","Cloud Security, Container Security, DevSecOps","Santa Clara, CA",140000,190000,True,4
Palo Alto Networks,Technology,Cybersecurity,Public,"Enterprise (5,000+)",VP of Threat Intelligence,Lead global threat intelligence strategy and operations,"Threat Intelligence, Team Leadership, Strategy","OSINT, Public Speaking, Industry Relations","New York, NY",280000,400000,True,15
Snyk,Technology,Cybersecurity,Private,"Very Large (1,000-4,999)",Security Research Engineer,Research vulnerabilities in open source packages and cloud infrastructure,"Vulnerability Research, Python, JavaScript","CVE Analysis, Bug Bounty Experience","London, UK",85000,130000,True,3
Snyk,Technology,Cybersecurity,Private,"Very Large (1,000-4,999)",Developer Advocate,Create content and engage with developer community,"Public Speaking, Technical Writing, DevSecOps","Open Source Contribution, Video Production",Remote Us/Uk,120000,170000,True,4
Snyk,Technology,Cybersecurity,Private,"Very Large (1,000-4,999)",Full Stack Engineer,Build and maintain Snyk's web application and APIs,"Node.js, TypeScript, React, GraphQL","Security Experience, AWS, Kubernetes","Tel Aviv, Israel",90000,140000,True,3
Stripe,Finance,Payment Processing,Private,"Enterprise (5,000+)",Payment Operations Specialist,"Handle payment disputes, fraud prevention, and merchant support","Payment operations, Risk analysis, Customer service",,Remote Us,65000,85000,True,1
Stripe,Finance,Payment Processing,Private,"Enterprise (5,000+)",Risk Data Scientist,Build fraud detection models and risk scoring systems,"Python, ML, SQL, Risk modeling",,"Seattle, WA",130000,180000,True,3
Stripe,Finance,Payment Processing,Private,"Enterprise (5,000+)",Integration Engineer,Help merchants integrate Stripe's payment APIs,"JavaScript, APIs, Web development",,"San Francisco, CA",120000,170000,True,2
Atlassian,Technology,Software Development,Public,"Enterprise (5,000+)",Software Engineer,"Work as a Software Engineer at Atlassian, contributing to Technology industry operations and growth.","Java, Spring Boot, SQL",,"Sydney, Remote",95000,140000,True,2
Atlassian,Technology,Software Development,Public,"Enterprise (5,000+)",Senior Product Manager,"Work as a Senior Product Manager at Atlassian, contributing to Technology industry operations and growth.","Product Strategy, Agile, Data Analysis",,"San Francisco, Remote",150000,200000,True,2
Atlassian,Technology,Software Development,Public,"Enterprise (5,000+)",Principal Software Engineer,"Work as a Principal Software Engineer at Atlassian, contributing to Technology industry operations and growth.","System Design, Java, Microservices",,"Sydney, Remote",180000,250000,True,2
DeepMind,Technology,Artificial Intelligence,Private,"Enterprise (5,000+)",Research Scientist,Conduct fundamental research in machine learning and AI,"PhD in CS/ML/AI, Python, Deep Learning, Research Publications","Reinforcement Learning, Robotics, NLP","London, UK",150000,300000,True,3
DeepMind,Technology,Artificial Intelligence,Private,"Enterprise (5,000+)",Applied Research Engineer,Implement and scale AI research into practical applications,"MS/PhD in CS, TensorFlow, C++, Distributed Systems","CUDA, TPU Experience, Systems Design","Mountain View, CA",130000,250000,True,2
DeepMind,Technology,Artificial Intelligence,Private,"Enterprise (5,000+)",ML Infrastructure Engineer,Build and maintain ML training infrastructure,"Kubernetes, Python, Cloud Platforms, Distributed Systems","TensorFlow, PyTorch, MLOps","London, UK",120000,220000,True,3
DeepMind,Technology,Artificial Intelligence,Private,"Enterprise (5,000+)",Research Engineering Manager,Lead teams of research engineers and coordinate with research scientists,"PhD preferred, People Management, ML/AI Experience, Project Management","Research Background, Publication Record, Grant Writing","London, UK",180000,350000,True,8
DeepMind,Technology,Artificial Intelligence,Private,"Enterprise (5,000+)",AI Research Intern,Conduct research under mentorship of senior scientists,"Currently pursuing PhD, Python, Machine Learning","Publication Record, Competition Awards","London, UK",60000,85000,True,0
Palantir Technologies,Technology,Data Analytics,Public,"Enterprise (5,000+)",Forward Deployed Software Engineer,Build and deploy data analytics solutions for clients,"Java, Python, SQL, Data Structures",,Remote/Not Specified,140000,220000,True,3
Palantir Technologies,Technology,Data Analytics,Public,"Enterprise (5,000+)",Data Scientist,Develop statistical models and perform advanced analytics,"Python, R, Machine Learning, Statistics",,Remote/Not Specified,130000,200000,True,2
Palantir Technologies,Technology,Data Analytics,Public,"Enterprise (5,000+)",Product Manager,Lead product strategy and development,"Product Management, Analytics, Leadership",,Remote/Not Specified,150000,230000,True,5
Databricks,Technology,Software Development,Public,"Enterprise (5,000+)",Senior Software Engineer,Build and scale distributed systems for data processing,"Scala, Java, Distributed Systems, Apache Spark","Kubernetes, ML/AI Experience, Azure","San Francisco, CA",170000,250000,True,5
Databricks,Technology,Software Development,Public,"Enterprise (5,000+)",Product Manager - ML Platform,Drive product strategy for ML tooling and infrastructure,"Product Management, ML/AI Domain Knowledge, Technical Background","MLOps, Previous Startup Experience",Remote Us,160000,220000,True,4
Verizon Communications,Technology,Telecommunications,Public,"Enterprise (5,000+)",RF Network Engineer,Design and optimize wireless network infrastructure,"RF Planning, LTE, 5G NR, Network Performance Analysis","Python, AWS, Network Automation","Basking Ridge, NJ",85000,130000,True,3
Verizon Communications,Technology,Telecommunications,Public,"Enterprise (5,000+)",Solutions Architect - Enterprise,Design technical solutions for enterprise clients,"Network Architecture, SD-WAN, Enterprise Sales","CISSP, Project Management","New York, NY",120000,180000,True,8
Nokia,Technology,Telecommunications Equipment,Public,"Enterprise (5,000+)",Product Manager - 5G Core,Lead 5G core network product development and strategy,"Product Management, 5G Technology, Telecom protocols","MBA, Cloud Native Architecture","Espoo, Finland",95000,145000,True,5
Nvidia,Technology,Hardware Manufacturing,Public,"Enterprise (5,000+)",Hardware Engineer,Design and validate GPU architectures,"ASIC Design, Verilog, SystemVerilog",,Remote/Not Specified,130000,200000,True,2
Nvidia,Technology,Hardware Manufacturing,Public,"Enterprise (5,000+)",ASIC Verification Engineer,"Work as a ASIC Verification Engineer at Nvidia, contributing to Technology industry operations and growth.","UVM, SystemVerilog, RTL",,Remote/Not Specified,140000,210000,True,2
Nvidia,Technology,Hardware Manufacturing,Public,"Enterprise (5,000+)",Deep Learning Software Engineer,"Work as a Deep Learning Software Engineer at Nvidia, contributing to Technology industry operations and growth.","CUDA, C++, Python, Deep Learning",,Remote/Not Specified,150000,220000,True,2
Intel,Technology,Hardware Manufacturing,Public,"Enterprise (5,000+)",Process Integration Engineer,"Work as a Process Integration Engineer at Intel, contributing to Technology industry operations and growth.","Semiconductor Processing, Statistical Analysis",,Remote/Not Specified,95000,150000,True,2
Intel,Technology,Hardware Manufacturing,Public,"Enterprise (5,000+)",CPU Architect,"Work as a CPU Architect at Intel, contributing to Technology industry operations and growth.","Computer Architecture, RTL Design",,Remote/Not Specified,180000,280000,True,2
Intel Corporation,Technology,Semiconductors,Public,"Enterprise (5,000+)",CPU Architecture Engineer,Design next-generation processor architectures,"computer architecture, Verilog, performance modeling","SystemVerilog, x86 architecture experience","Hillsboro, OR",120000,180000,True,5
Intel Corporation,Technology,Semiconductors,Public,"Enterprise (5,000+)",Silicon Validation Engineer,Validate new processor designs pre-production,"hardware validation, test development, debugging","Python, lab equipment experience","Santa Clara, CA",95000,150000,True,3
AMD,Technology,Semiconductors,Public,"Enterprise (5,000+)",CPU Design Engineer,Design x86 microprocessor architectures,"CPU Architecture, RTL Design, Performance Analysis","Power Analysis, SystemC","Austin, TX",140000,220000,True,5
AMD,Technology,Semiconductors,Public,"Enterprise (5,000+)",Verification Engineer,Develop and execute verification plans for processors,"SystemVerilog, UVM, Verification Methodologies","Perl, Python","Markham, ON",100000,160000,True,2
Cloudflare,Technology,Internet Services,Public,"Enterprise (5,000+)",Solutions Engineer,Work with enterprise customers on technical implementation and problem-solving,"Networking, DNS, Web Security, Linux","Python, JavaScript, Cloud Platforms","San Francisco, CA",120000,180000,True,3
Cloudflare,Technology,Internet Services,Public,"Enterprise (5,000+)",Systems Reliability Engineer,Maintain and scale global infrastructure,"Linux, Python, Kubernetes, Monitoring","Go, Terraform, AWS","Austin, TX",140000,200000,True,5
Cloudflare,Technology,Internet Services,Public,"Enterprise (5,000+)",Product Marketing Manager,Drive go-to-market strategy for security products,"B2B Marketing, Content Strategy, Analytics","Security Domain Knowledge, Technical Writing",Remote Us,110000,160000,False,4
Accenture,Strategy & Management Consulting,Technology Consulting,Public,"Enterprise (5,000+)",Technology Consulting Analyst,Entry-level role supporting client technology transformations and implementations,"Bachelor's degree, Basic programming, Analytics, Problem-solving","Cloud platforms, Agile methodology, Industry certifications",Multiple US Locations,75000,95000,True,0
Accenture,Strategy & Management Consulting,Technology Consulting,Public,"Enterprise (5,000+)",Digital Strategy Manager,Lead digital transformation initiatives and technology strategy projects,"Project management, Digital strategy, Client management, Technology architecture","Change management, Industry expertise, MBA",Major Us Cities,120000,160000,True,5
Accenture,Strategy & Management Consulting,Technology Consulting,Public,"Enterprise (5,000+)",Cloud Solutions Architect,Design and implement cloud solutions for enterprise clients,"AWS/Azure, Cloud architecture, Enterprise systems, Technical leadership","Multi-cloud, DevOps, Security",Us,140000,180000,True,7
Accenture,Strategy & Management Consulting,Technology Consulting,Public,"Enterprise (5,000+)",Managing Director - Technology Strategy,Lead large-scale technology transformation programs and client relationships,"Executive presence, P&L management, Practice development, Enterprise sales","Board presentation, Thought leadership, Industry speaking",Major Us Cities,250000,400000,True,15
Pfizer,Healthcare,Pharmaceuticals,Public,"Enterprise (5,000+)",Clinical Research Associate,Monitor clinical trials and ensure protocol compliance,"Clinical trial management, GCP, Medical terminology",,Remote/Not Specified,75000,95000,True,2
